MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.2663,32,4.899,1.32,352,3.861,37.0741,-120.5582,4.1891
6.8148,10,4.623,1.325,173,3.584,41.7924,-121.9384,5.2465
2.4309,40,4.563,1.714,450,3.992,41.6896,-124.4647,2.8939
2.2827,15,8.197,1.787,1111,3.729,32.5597,-122.6878,2.9855
2.692,5,7.416,2.752,1353,3.426,37.5562,-115.233,2.8481
2.3359,4,5.562,1.413,244,4.481,35.7007,-123.7057,2.1956
4.0551,28,7.792,2.676,1265,3.914,35.2666,-120.1635,5.0179
1.2115,51,5.749,2.032,494,3.814,38.1644,-119.7069,2.283
1.6051,4,6.939,2.231,325,2.792,36.7399,-116.3294,2.1001
1.5938,15,5.878,1.405,1129,5.161,39.462,-121.8478,1.9333
4.3717,17,6.323,1.983,516,2.872,32.7578,-121.2488,4.4969
6.3937,44,5.413,2.317,2459,4.019,41.3055,-124.3501,5.5
2.58,3,5.568,1.674,475,4.135,37.8921,-115.0203,2.7837
2.4982,10,7.276,2.146,579,4.777,38.9986,-117.3017,2.6781
2.8152,47,7.537,2.187,408,3.243,38.2436,-121.7401,3.8699
4.8595,42,5.958,1.941,716,3.312,41.8968,-115.1811,5.1879
1.7097,23,4.836,1.43,990,4.19,41.8698,-123.5909,2.0721
3.0624,18,11.406,3.584,280,4.096,38.294,-120.6318,3.6963
4.4265,1,6.531,1.864,923,4.82,38.9977,-118.5822,4.6092
3.4923,35,6.922,1.718,542,4.379,38.3764,-119.1921,4.027
2.9886,31,5.07,2.11,432,3.54,35.4515,-117.6235,3.7335
4.484,44,8.453,2.495,330,3.659,34.3298,-121.3753,5.4746
0.7036,1,8.756,4.027,1084,4.018,36.3262,-116.5427,0.9652
3.815,3,4.685,1.505,767,3.002,38.9862,-120.2428,3.7266
1.96,3,6.346,2.094,497,4.041,33.0318,-123.1844,1.7391
1.0884,37,6.246,1.777,982,4.085,37.3859,-116.7258,2.2513
3.5099,19,11.175,3.021,866,3.312,36.3798,-114.9246,4.0487
5.4023,29,8.911,2.546,1026,3.605,37.5111,-120.6735,5.3053
2.5377,25,4.9,1.266,1510,2.829,40.6722,-118.3086,2.7591
4.3773,33,5.602,1.422,741,4.273,32.9523,-117.2778,5.5
6.0869,36,5.428,2.113,1747,3.955,39.7544,-115.769,5.4898
5.246,29,7.01,2.383,1358,3.093,38.8356,-122.4211,5.5
6.1717,26,9.183,3.443,984,3.199,34.4366,-118.5152,5.5
3.9395,4,6.631,2.362,285,3.492,39.4747,-116.7262,3.7218
2.8228,49,7.209,1.946,702,4.222,37.2155,-122.4092,3.8585
1.2202,14,5.672,1.265,752,4.007,37.0697,-119.5389,2.2886
2.4036,50,7.2,1.994,740,3.306,37.0892,-119.6242,3.5993
1.7831,27,5.89,1.794,629,3.414,41.5177,-115.6869,2.1885
8.0484,33,4.739,1.693,918,3.747,41.4715,-116.3383,5.5
2.4894,22,7.1,2.111,981,3.316,41.1793,-122.0648,2.8657
2.891,48,6.468,2.9,288,3.45,40.924,-122.054,3.0335
3.5814,3,5.225,1.454,1309,4.122,32.8571,-116.9048,3.7769
2.7782,23,9.342,3.079,317,3.127,36.3057,-116.7341,4.0624
6.3441,21,5.561,1.502,542,3.642,41.0013,-122.6216,5.5
1.9911,41,7.38,2.364,426,3.603,39.6737,-120.1826,2.459
2.9961,23,6.02,1.768,463,3.695,36.8383,-115.8294,3.7713
1.8753,4,9.121,2.623,1145,3.866,39.8459,-123.6661,1.823
1.4049,21,6.173,1.661,706,4.074,34.4778,-120.5741,2.2506
2.0019,37,4.712,1.448,935,4.18,38.1981,-117.7323,3.7459
2.6684,43,7.714,2.637,912,3.538,37.5635,-116.4036,3.6303
2.1932,31,9.113,2.29,255,3.637,37.9487,-117.6471,2.9955
1.9228,21,5.942,1.768,503,3.916,39.3571,-120.326,2.2021
1.3456,26,7.494,2.433,967,3.818,41.5231,-114.0845,1.8533
2.6076,41,6.659,2.225,923,4.047,35.0081,-124.0639,3.3742
1.281,35,5.996,2.357,276,3.974,39.7015,-119.3051,2.1319
3.975,38,7.767,2.555,1113,3.305,38.6288,-119.1444,4.0604
2.8327,24,5.525,1.547,905,4.955,39.1039,-121.9822,2.6995
1.3116,11,6.526,1.772,411,3.72,36.5747,-118.6336,2.0912
2.3289,41,6.841,1.854,815,4.127,41.4735,-122.1894,2.7875
1.8662,29,6.789,1.821,593,4.071,37.0567,-119.8442,2.4535
3.1886,47,5.552,1.725,850,3.87,33.6551,-119.9678,4.5276
5.3134,3,10.314,3.311,270,3.865,38.9666,-116.3822,4.9027
1.0644,1,8.545,2.916,557,4.272,33.7243,-114.6028,2.0347
2.8792,19,8.032,2.677,1200,3.607,35.5654,-122.3701,3.4828
2.5091,46,8.889,3.221,870,4.174,34.6661,-114.0891,3.6129
3.8025,49,6.575,1.753,988,4.006,37.6199,-114.6267,4.5453
3.0241,22,6.009,2.294,591,4.439,35.8013,-123.3171,3.9375
1.8664,14,5.233,1.405,881,3.461,34.0186,-114.9202,2.6167
2.3175,49,5.629,1.787,613,3.765,40.0127,-118.5719,3.2193
1.8257,14,5.306,1.54,418,3.291,36.9507,-115.271,2.6625
4.6553,44,5.825,1.741,586,4.394,36.8173,-114.5708,4.6065
2.7474,16,6.869,2.292,1376,3.345,40.9204,-115.4815,2.8803
7.0329,33,7.896,1.801,1171,3.905,37.6188,-120.2698,5.5
2.6371,13,7.847,2.028,405,3.482,39.244,-117.814,2.9885
1.9075,38,5.154,1.739,539,4.415,35.6166,-119.6199,3.292
1.2753,49,7.511,2.252,419,3.687,37.8323,-120.6523,2.681
1.1034,12,8.316,2.388,727,4.096,39.4009,-121.8675,1.5834
1.2311,51,6.153,1.501,1095,3.189,35.3165,-119.8642,3.072
3.1067,38,8.419,2.421,1837,3.396,39.0411,-116.0373,3.8423
3.5056,39,7.828,2.615,325,4.069,37.9033,-115.6378,3.3869
1.2329,33,5.067,1.377,1021,4.519,36.6248,-114.4409,2.361
4.2526,33,10.65,3.921,662,4.02,39.2732,-121.4485,4.5296
2.135,29,5.616,1.987,553,5.378,35.5106,-117.6708,3.0168
2.9253,5,7.973,2.252,416,4.185,39.2878,-117.2153,2.5537
6.0867,6,7.908,2.137,1619,3.727,37.7356,-122.491,5.4387
4.2564,31,5.104,0.826,294,3.549,34.8332,-120.6477,4.8785
2.3768,16,6.729,1.656,520,4.91,38.8486,-120.9063,2.5114
1.7409,31,7.887,1.917,799,4.195,40.9053,-114.1479,2.5484
0.9269,25,5.094,1.164,834,3.452,35.4451,-114.437,1.6563
1.8973,48,6.618,1.973,1240,3.383,40.2172,-115.8714,2.9263
2.446,46,8.036,2.536,428,3.38,35.6932,-119.5352,3.6626
1.6593,33,8.154,3.186,908,4.011,40.3007,-121.7272,2.5406
2.5456,13,5.978,1.813,644,3.006,32.9859,-114.8824,3.2253
2.8248,10,9.123,1.809,678,3.454,32.5685,-121.6855,3.3188
2.4292,24,8.63,2.266,528,3.885,33.576,-119.0196,3.9859
1.964,10,6.818,2.254,721,3.733,40.8025,-121.9267,1.6268
2.9574,41,5.678,1.68,619,3.482,37.5704,-114.3018,3.487
3.3905,31,5.159,1.769,556,4.124,38.144,-124.0615,2.956
1.5759,13,7.019,1.925,511,4.12,40.501,-122.6693,2.2495
5.504,3,8.954,3.202,801,3.603,32.9811,-116.467,5.3442
2.5875,50,6.288,1.964,341,3.444,36.1775,-122.9098,3.4746
2.744,34,5.463,1.713,604,4.231,38.6094,-114.2168,3.5647
3.8733,49,7.74,2.38,453,3.633,36.3445,-121.1258,4.5146
3.0545,28,6.723,1.76,625,3.726,32.8052,-114.8542,3.6756
4.3779,19,7.232,2.149,629,4.179,38.684,-117.5461,4.8312
3.1379,23,5.828,1.834,1026,3.181,36.2183,-117.8418,3.797
2.0013,45,6.011,1.382,924,3.451,32.6825,-114.8886,3.2522
3.2568,32,5.823,1.77,769,3.58,34.1199,-119.1106,4.3621
1.5344,13,7.206,2.599,725,4.981,34.567,-120.2918,2.2319
2.8699,33,6.048,1.946,604,3.116,37.3509,-122.215,3.6507
2.6735,34,7.353,2.709,599,3.74,34.2706,-122.9824,3.2506
2.4496,33,5.719,1.832,277,3.277,35.9326,-116.1864,2.8707
2.5491,5,7.203,1.838,959,5.314,39.6313,-123.1566,2.4889
1.0609,3,7.535,2.558,759,3.867,40.1733,-120.3628,1.2837
2.066,7,6.95,1.689,1212,3.247,40.0564,-120.2032,2.4875
2.8474,24,7.901,2.288,504,2.956,39.1033,-117.5228,3.2482
2.9445,22,5.879,1.683,1249,4.072,37.6472,-121.5756,2.7616
1.6261,45,7.517,2.0,604,3.825,37.731,-115.6986,2.8414
5.1185,23,6.807,2.852,499,4.087,41.5572,-122.3214,4.1942
1.7628,30,5.515,1.635,1440,3.223,40.8398,-116.2139,2.6934
4.4138,18,4.529,1.769,797,4.95,38.6729,-115.5775,4.3604
3.3656,32,4.697,1.49,1533,3.763,36.9507,-122.4716,3.3843
1.9677,7,4.311,1.116,724,3.959,39.4262,-116.0011,1.9903
6.6039,33,7.093,1.983,995,4.08,33.0958,-117.0057,5.5
1.4966,5,6.066,1.808,1112,3.775,41.4738,-115.319,1.5051
4.3041,49,6.6,1.867,577,4.529,37.702,-119.1453,5.1109
4.483,28,6.246,1.788,790,3.445,37.2765,-122.0445,4.954
1.9439,8,7.336,2.411,718,4.335,35.2629,-114.9236,2.4024
5.4534,15,7.383,2.35,1008,4.549,32.5322,-116.2045,5.5
2.3988,4,6.54,2.188,390,4.345,33.0818,-124.2797,2.6124
3.1404,34,6.623,2.492,898,4.621,34.9986,-114.6362,4.1034
3.0962,5,6.679,1.846,1053,3.349,37.6447,-114.5405,3.2506
2.5417,33,8.804,3.132,472,4.002,33.294,-120.7693,3.2202
4.0772,5,4.456,1.647,428,3.955,41.7345,-124.3948,2.9306
4.042,38,5.665,2.066,290,3.759,36.4041,-118.6984,4.8193
1.134,34,7.81,1.656,1880,4.081,35.505,-114.9064,2.9721
5.2183,26,8.249,3.216,461,4.46,37.4894,-123.1934,4.5621
1.1838,1,7.094,1.903,1351,3.353,33.1174,-118.2996,2.0495
4.5552,4,6.241,1.298,599,3.135,40.5793,-116.8164,4.2876
4.7748,39,9.834,3.822,1151,3.609,36.8726,-123.0858,4.5969
1.5754,26,6.727,2.191,889,2.654,34.1942,-119.1106,2.9806
2.2135,33,6.523,2.138,1902,3.681,34.0365,-123.5676,2.9692
1.5638,33,8.683,2.461,1370,4.618,35.9291,-118.6397,2.5194
2.4413,8,7.169,2.216,739,3.045,37.9469,-119.8578,2.5253
2.3303,20,7.941,2.327,776,3.5,36.4606,-121.7207,3.3287
4.0142,16,8.154,2.192,934,3.166,38.1696,-115.5427,4.2731
5.2339,21,6.008,1.809,2541,3.943,39.202,-120.4912,5.5
5.4621,45,9.617,2.939,688,4.088,39.6106,-117.1519,5.5
2.0522,26,4.141,0.969,348,3.73,36.3091,-116.1978,2.507
2.4483,23,4.475,1.355,751,3.37,39.3115,-122.6244,2.6711
1.1715,18,5.654,1.191,482,3.824,33.8443,-123.2493,2.5381
1.8168,31,5.947,2.355,739,4.481,37.3744,-124.4177,1.4534
4.4036,42,6.997,2.063,1182,4.248,33.1889,-121.289,4.6097
6.097,12,5.644,1.391,855,3.506,34.819,-115.9325,5.5
1.4664,1,6.466,2.106,494,3.548,38.0403,-116.386,2.0717
2.0214,42,6.214,1.632,600,3.534,39.534,-115.346,2.6444
2.6826,9,10.177,3.038,390,3.998,33.4054,-116.5137,3.3411
3.127,3,5.52,1.782,1258,3.062,34.4672,-124.2481,3.1477
1.8134,51,4.705,1.172,1002,4.03,41.923,-120.4521,3.1767
3.3603,26,8.27,3.287,385,3.439,35.7077,-124.4378,4.1022
2.1449,9,5.618,2.26,2346,3.578,35.1984,-124.1215,2.1418
2.6987,42,6.36,1.741,596,3.349,33.3099,-119.4751,3.9385
3.5721,51,5.692,1.388,771,4.146,39.101,-120.7199,4.3589
2.727,16,7.591,2.076,561,3.414,37.3284,-118.6355,3.116
2.1854,24,4.967,1.372,820,3.244,33.9967,-123.8053,3.4418
2.5733,50,3.935,1.399,697,3.421,38.5125,-118.3228,3.3503
2.6008,14,8.611,2.363,330,3.189,37.4947,-123.8175,3.1951
2.2592,3,6.827,1.652,1196,4.23,37.867,-120.0513,2.4528
2.3883,34,8.183,2.496,439,3.18,41.9511,-120.8002,2.8793
6.0456,33,8.545,1.926,1052,3.695,32.7718,-122.1485,5.5
3.5983,50,5.404,1.91,592,3.387,41.1922,-121.2243,3.9515
2.3449,24,6.564,2.166,686,4.72,40.498,-124.4945,2.6019
3.8516,9,7.215,1.948,846,3.958,36.4458,-121.097,4.0772
2.3004,13,6.338,1.746,712,3.397,40.869,-123.6767,2.8292
4.8869,2,6.081,1.9,964,3.813,38.6613,-114.8263,4.5794
3.2701,7,6.203,1.519,466,3.266,40.9489,-123.7195,2.7037
2.5763,48,8.203,2.138,1117,4.109,38.1499,-114.4924,3.5525
3.4003,21,6.147,1.775,397,3.811,34.5534,-119.34,4.5967
1.2393,19,7.366,1.724,421,3.956,37.9741,-119.1117,1.9685
1.5475,25,6.973,1.934,888,3.246,34.2011,-116.2247,3.2961
1.4964,47,5.356,1.319,1124,3.061,33.8379,-117.1985,3.6619
2.9197,22,6.907,2.565,766,2.949,38.7136,-122.0109,3.3467
6.4641,11,4.825,1.35,1402,2.979,41.501,-124.2326,5.0494
8.295,33,7.055,1.783,438,3.724,38.0907,-116.3263,5.5
3.7398,32,7.855,2.621,371,4.992,40.06,-123.1377,4.282
3.4918,21,8.274,2.222,1011,3.51,34.0995,-118.2171,4.3163
1.1046,39,5.368,1.314,707,3.421,38.715,-114.6024,2.6784
2.0723,20,5.816,2.003,995,3.689,39.4633,-118.7308,2.632
1.8333,8,6.88,1.953,397,3.323,32.8953,-121.5015,2.1412
1.9929,42,5.885,2.013,532,3.104,33.4231,-122.6226,2.968
2.4991,37,4.513,1.35,1589,3.385,39.925,-124.217,2.5389
2.1467,9,5.809,1.78,601,3.598,36.6795,-117.9559,2.7988
1.0104,25,6.875,2.256,1357,4.943,36.353,-118.641,2.1959
3.9509,25,8.173,2.193,980,3.465,41.2435,-119.6519,4.8975
1.5898,33,9.439,2.449,576,3.826,41.9237,-122.4654,2.3663
3.0637,2,6.653,2.396,1347,3.066,39.7617,-122.0154,3.2592
7.6679,19,7.312,2.405,783,4.123,40.0296,-114.4354,5.5
1.7165,46,7.979,2.367,669,3.345,34.479,-124.2858,2.8215
0.7671,20,4.423,1.503,639,3.169,34.3261,-120.6839,1.9577
2.3561,42,5.301,1.733,828,3.213,41.8165,-124.0925,2.6113
4.7137,41,6.622,2.299,378,3.391,39.1034,-122.4885,4.7718
7.2368,42,9.148,2.222,1042,3.157,39.0237,-114.7021,5.5
1.4699,29,7.414,2.2,829,3.881,35.2188,-122.9296,3.0728
3.4846,6,6.948,2.477,499,3.188,40.9216,-118.1918,3.5733
2.154,17,6.185,2.374,352,4.093,32.9222,-120.8571,2.3951
2.578,25,7.094,1.938,586,3.455,35.1086,-117.853,3.7155
10.1978,38,5.747,1.77,753,3.263,34.2113,-115.5525,5.5
1.2821,4,5.547,1.669,719,3.371,39.2554,-121.4913,1.5971
3.086,30,5.64,1.341,716,3.219,39.2958,-123.6745,3.9274
3.4344,20,8.7,2.485,931,3.73,37.5799,-122.3561,3.7609
4.6781,3,5.483,1.212,374,3.437,32.55,-119.8896,4.7521
2.8548,23,5.976,1.743,643,4.395,40.8007,-119.0918,3.1043
3.1709,51,7.162,1.777,771,2.714,41.5781,-114.6101,4.1045
2.2349,18,5.442,1.679,837,4.434,34.422,-124.3309,3.0923
3.1098,26,6.796,1.934,1042,3.376,40.5012,-116.5449,3.782
2.2897,36,6.796,1.928,600,4.744,41.7462,-123.7386,2.3184
3.7091,8,5.716,2.159,683,3.785,35.6063,-123.6818,3.2869
2.2596,17,6.147,1.866,459,4.455,34.258,-117.6316,3.5788
3.2823,31,5.377,2.118,807,3.677,41.7866,-114.9562,3.4913
2.6788,37,8.786,2.832,430,3.645,33.0676,-121.4792,3.0064
4.7732,45,6.842,2.332,886,3.248,35.1216,-121.6723,5.5
2.6493,33,5.272,1.352,1200,3.669,39.5493,-118.014,3.3871
1.1202,27,6.655,1.766,840,3.226,38.3649,-116.3491,1.9443
5.1088,45,6.718,2.021,1263,3.822,39.0029,-115.3759,5.5
1.7283,4,4.287,1.546,530,3.807,39.2269,-121.8781,1.9977
1.9603,22,8.7,2.452,365,3.652,39.0184,-116.7279,2.581
2.0181,26,5.33,1.218,613,4.481,35.7513,-121.2743,2.9542
5.4044,32,10.39,3.324,489,4.003,35.4593,-118.7795,5.5
0.9344,24,7.689,2.331,519,3.261,36.5704,-122.496,1.5406
13.0511,46,5.196,1.416,219,4.046,40.173,-122.967,5.5
4.6091,35,6.078,1.71,726,4.288,41.4136,-114.6793,4.5339
3.0393,37,7.911,2.029,672,2.684,36.8248,-118.7544,4.0221
2.6447,32,6.173,2.137,1013,3.189,33.3148,-124.4518,3.5134
3.1355,7,8.382,2.524,877,3.475,41.4138,-116.1689,3.0957
3.5274,33,6.004,1.873,609,3.31,33.2641,-117.2459,4.2543
3.7532,31,6.377,1.723,1049,4.088,34.0115,-121.0782,4.352
3.5887,12,7.96,2.92,1036,3.277,40.7429,-119.6284,3.0902
2.8428,11,7.371,2.293,521,3.228,37.739,-119.7763,3.1142
2.4629,24,5.395,1.041,733,3.851,35.8505,-121.6149,3.6683
2.5203,8,7.105,2.295,1415,3.596,41.3436,-114.2042,2.5613
2.4659,32,6.713,1.925,783,4.402,41.6248,-118.7892,3.022
4.7917,38,5.409,1.578,440,3.928,35.6422,-115.0786,4.819
3.6575,22,4.953,1.732,379,6.368,40.75,-118.3538,3.8906
0.6249,34,4.511,1.373,318,3.186,38.946,-117.2531,1.795
3.7733,19,6.103,2.353,238,3.002,35.1077,-124.1898,3.7806
2.9963,20,6.41,1.957,522,4.579,41.4436,-119.1259,2.7374
2.693,14,7.214,1.996,609,6.02,33.0992,-116.9266,3.211
2.2384,33,7.732,1.619,408,3.6,35.5205,-123.2204,2.9091
4.7686,10,5.958,1.574,472,3.551,36.2645,-117.3776,4.7514
4.3656,16,6.371,1.809,412,3.788,39.0612,-123.6151,3.5745
1.847,4,5.569,2.079,301,3.292,32.8651,-116.0263,1.7076
3.3318,27,6.601,1.828,610,2.842,40.9529,-114.2333,4.255
1.6723,28,7.993,3.054,929,3.854,38.7615,-117.9193,2.4727
1.3637,43,6.62,1.606,515,3.723,35.1127,-123.6907,2.9136
1.987,16,8.353,2.183,1173,3.061,38.7542,-118.3391,2.7161
4.1837,33,7.963,2.838,718,3.403,37.6008,-116.7209,4.5511
4.3779,48,8.94,2.416,1039,3.052,35.6946,-114.7025,5.0233
3.5133,19,6.659,2.364,675,3.928,32.7717,-124.0227,3.7313
3.9061,21,5.82,1.506,930,3.704,37.7355,-116.3621,4.4983
3.5187,22,7.4,1.951,328,3.808,33.2807,-123.1079,4.0562
1.9724,9,6.007,1.995,1013,4.016,40.1967,-116.1988,2.1348
3.3735,9,7.349,1.906,667,4.385,33.341,-115.1685,3.8177
4.056,9,5.674,1.624,1151,3.817,36.573,-115.457,4.0077
3.9636,27,5.496,1.757,586,4.074,36.6282,-117.6448,4.8091
4.9257,17,8.456,2.43,1588,4.911,37.7839,-119.242,4.5631
3.8735,44,5.308,1.443,868,4.298,32.8753,-115.3168,4.5196
3.2405,45,8.09,1.939,422,3.84,34.4364,-119.0498,4.6039
4.6417,8,7.343,2.735,1169,3.805,34.3953,-122.5038,4.064
2.6825,16,6.61,2.524,391,3.303,38.1902,-114.6003,2.3206
1.749,18,4.54,1.437,381,3.389,35.0045,-120.5804,2.4635
2.5054,33,8.999,2.595,1266,3.665,33.8699,-117.9443,3.8873
1.873,1,5.386,1.568,786,3.533,32.6744,-122.409,2.1094
1.9395,12,7.965,2.721,689,4.963,40.4852,-123.3393,1.8081
2.5288,6,5.643,1.984,516,3.929,41.7297,-118.7141,2.5973
1.829,41,5.556,1.517,1008,3.881,39.181,-118.6768,2.9614
2.3304,5,7.477,2.645,580,4.437,36.4208,-120.6177,2.9621
1.0546,16,7.267,2.404,735,3.82,33.6591,-121.2267,1.9693
3.0242,18,5.179,1.827,378,3.572,37.0135,-120.5712,3.7517
2.7199,49,8.897,1.956,646,3.862,36.8446,-116.151,4.3901
1.8066,18,6.213,1.734,726,3.949,36.4888,-120.7438,2.8167
3.7796,1,6.575,1.916,868,4.597,36.0939,-114.8256,3.1741
4.344,19,6.1,1.687,787,3.072,37.2192,-123.3139,4.4275
1.2168,8,5.219,2.066,562,3.345,33.1952,-114.7184,1.8674
1.8564,3,7.588,2.121,766,3.679,32.8638,-117.2597,2.5325
1.8504,25,6.888,2.228,1086,4.279,33.1076,-120.8843,2.7574
1.699,5,5.52,1.698,316,4.182,34.4,-124.428,1.5683
4.1154,40,7.949,2.269,612,3.778,35.1417,-116.0745,5.4247
2.4672,19,6.556,1.735,738,4.333,34.1098,-114.3221,3.1602
2.3815,18,6.586,2.653,419,3.376,34.8932,-114.1844,2.8912
0.9981,50,9.637,2.784,1058,4.962,34.2655,-120.0542,2.4881
3.7349,31,4.767,1.639,897,3.3,33.9321,-123.7597,4.6616
1.4628,33,4.756,1.424,1095,2.929,35.2833,-121.2056,2.9006
2.801,47,4.948,1.371,1958,4.068,36.2764,-121.2477,4.2302
3.1227,18,6.998,2.137,784,3.041,39.5705,-123.425,3.7983
5.3673,39,6.024,1.9,577,3.455,41.5777,-118.9905,5.3917
1.4128,16,6.121,1.693,1063,3.642,41.2302,-118.1519,2.1926
0.6006,16,5.378,1.408,495,3.953,37.0214,-116.8474,1.715
2.98,47,9.386,3.039,838,4.329,36.8828,-123.9644,3.4537
6.6876,38,10.169,3.11,1117,3.075,33.6941,-121.6083,5.5
5.0504,41,7.869,2.104,1008,3.17,41.7315,-120.7704,5.0865
3.0187,7,4.851,1.228,1344,6.38,39.7209,-115.1315,2.7959
2.1259,14,5.873,1.864,580,3.606,40.5519,-115.0354,1.8003
4.0697,43,7.744,1.581,948,2.957,34.7246,-121.7703,4.9362
1.6707,48,6.42,1.842,696,3.222,36.3103,-119.383,2.6208
3.4493,25,7.875,2.416,754,3.446,33.4751,-120.0401,4.6684
3.4999,32,8.517,3.295,754,3.721,41.4377,-118.9696,3.853
4.6187,38,9.942,2.988,870,4.45,35.2154,-121.4958,4.9907
10.8031,22,5.682,1.619,654,4.769,38.1621,-119.6393,5.5
3.3076,16,6.592,2.071,326,3.305,33.9461,-122.9736,3.959
2.1075,29,5.927,1.566,718,3.426,40.1266,-117.0497,3.391
2.6837,16,4.459,1.289,797,3.8,34.2703,-120.6177,3.5861
1.1224,12,7.532,2.271,651,3.351,40.1892,-118.8046,2.0838
1.9206,17,7.307,2.422,826,4.451,36.3167,-118.1517,2.6872
2.2152,37,5.804,1.546,625,5.452,37.9887,-115.7165,2.3238
2.0917,27,4.775,1.431,580,3.73,35.0622,-123.6415,2.6822
2.9334,25,5.994,1.261,1333,3.903,40.8864,-119.4312,3.5023
1.8018,13,7.581,2.47,2056,3.418,39.7188,-115.1122,2.5357
4.7613,8,8.694,2.508,1032,3.907,35.8656,-121.0371,4.6021
2.7186,5,5.619,2.215,499,3.199,38.061,-119.8325,2.3882
2.7057,12,8.248,2.619,744,3.248,33.7254,-123.6067,2.4908
2.3072,41,7.402,1.9,716,2.89,34.0245,-116.6179,4.1199
2.9376,3,7.073,1.735,930,4.2,37.5699,-123.6073,2.7794
4.1064,35,5.04,1.679,730,4.589,38.5857,-117.8747,4.2036
1.762,33,5.08,1.98,904,4.341,37.7956,-120.5704,2.62
1.9561,22,5.493,2.057,1626,3.77,37.8144,-120.9493,2.7238
2.3353,50,6.064,1.451,264,3.553,39.5518,-118.3522,3.4811
1.3869,44,9.692,3.006,516,3.668,41.0729,-118.5395,2.7441
1.8047,9,5.674,2.022,1074,3.217,36.1822,-120.2427,2.5293
2.1423,41,7.648,1.782,650,4.281,37.6009,-121.5774,3.0904
4.2089,18,5.898,2.075,894,4.352,40.9837,-119.1642,3.9478
3.0996,50,7.165,1.898,604,3.198,36.9106,-121.6954,4.0417
2.9946,29,6.398,1.85,1451,3.255,36.7289,-123.4223,3.5438
4.1597,39,6.726,2.111,1188,3.085,39.7819,-116.1089,5.1032
2.5378,27,7.007,2.476,772,3.583,40.8344,-117.1257,3.2969
3.3043,36,6.159,2.319,1536,3.707,39.5079,-123.6143,3.7147
2.5815,45,7.015,1.991,776,3.755,33.4512,-122.7926,4.197
3.104,17,8.489,2.343,687,3.083,36.9153,-123.4482,3.7222
2.0312,34,5.574,1.52,1387,3.348,34.5137,-116.1975,3.3542
0.803,46,8.397,2.846,330,3.349,35.5148,-116.3849,2.5148
2.5418,3,6.139,2.147,723,4.146,36.9532,-120.2156,3.0236
5.5366,5,6.01,2.072,793,3.227,34.6045,-115.8753,5.4336
4.3194,14,7.528,2.36,595,3.748,37.4014,-114.2734,4.1381
4.4048,3,6.046,1.925,458,3.359,38.6111,-114.3101,4.5218
5.0433,23,6.932,2.0,641,3.616,40.8115,-114.201,4.974
2.8415,39,6.796,1.992,312,4.284,34.5089,-115.613,4.1745
3.0001,30,4.399,1.507,1446,3.122,35.4504,-122.2216,3.4572
1.9961,50,7.08,2.218,1482,2.614,36.3551,-123.8971,3.4565
2.3209,45,4.909,1.356,689,3.08,34.6332,-115.9776,3.695
3.6983,23,4.976,1.766,569,3.955,35.6544,-121.2603,3.9541
4.9627,27,7.003,1.888,317,3.139,40.8918,-120.9536,4.6331
2.5352,10,7.264,2.232,479,3.357,33.8172,-123.7335,2.7598
2.1704,25,8.433,2.007,1396,3.977,36.7156,-116.9955,2.827
2.719,13,5.232,1.322,667,4.192,35.4542,-119.977,3.6132
3.6715,16,5.588,1.682,514,4.342,33.2331,-122.3552,3.6637
1.3206,41,7.152,1.897,680,4.037,33.4132,-117.6492,3.1558
0.8624,34,8.471,2.444,507,3.17,39.9564,-114.2112,1.436
2.0642,37,6.748,2.434,302,4.748,40.5972,-119.2668,2.7212
1.4765,22,5.444,1.599,570,3.251,39.5434,-118.1331,1.5094
2.1084,17,9.042,3.12,394,3.394,37.6227,-122.79,2.0709
2.5247,23,6.142,1.603,823,3.715,39.8403,-122.8099,3.2475
2.1671,36,6.181,2.024,1058,3.874,33.9441,-119.6885,3.2448
5.6194,49,4.913,1.228,465,4.625,39.9119,-115.63,5.5
3.2007,9,7.569,2.176,733,3.395,36.523,-114.9539,2.7884
3.1589,2,7.788,2.566,659,3.933,39.628,-117.7616,3.4891
3.7103,32,5.626,1.692,460,3.398,34.6636,-120.7145,4.3626
1.5382,50,9.579,3.325,212,4.749,40.4092,-116.6246,2.8219
4.5702,22,5.758,1.92,398,3.961,37.8971,-121.4346,4.2542
2.6172,43,7.406,2.108,451,4.518,32.5697,-122.1947,3.0658
3.8009,13,6.793,2.478,714,3.159,37.433,-116.148,4.3001
1.5905,8,4.441,1.429,751,3.43,35.4477,-116.6112,2.4278
1.25,1,7.276,2.094,1237,3.857,33.0463,-115.2379,1.9232
4.0916,17,7.136,2.193,396,4.529,36.7494,-118.4469,4.1647
3.2812,12,4.638,1.413,441,4.315,35.459,-115.0845,3.8445
1.7315,4,9.082,2.816,481,4.67,34.4417,-124.222,1.3273
1.7597,13,7.142,2.092,604,4.555,35.8167,-121.836,2.4522
4.7718,31,8.5,2.708,742,4.176,34.2063,-116.0532,4.9824
1.4997,41,4.678,1.588,824,3.803,35.3482,-120.0516,2.9187
6.1801,7,5.962,1.916,259,3.175,33.5957,-121.9864,5.5
1.7327,23,8.386,2.68,1208,2.77,33.301,-116.1405,2.8739
